number of partitions,execution time
60,397.8851866722107
120,412.02476739883423
240,406.84255361557007
360,431.7039942741394
600,452.09564208984375
840,498.3926486968994
960,482.43178606033325
1080,568.5167503356934
1200,609.2757654190063
2400,666.454930305481
3600,671.5508437156677
