number of partitions,execution time
64,499.58254420757294
125,491.9756737947464
216,478.754133105278
343,500.4416332244873
512,514.3940982818604
729,550.3594609498978
1000,584.7628846168518
1331,600.4240766763687
2744,602.7123668193817
4096,650.1326084136963
