number of partitions,execution time
64,351.3889002799988
125,335.01808404922485
216,311.70554399490356
343,383.9752697944641
512,559.2757654190063
729,632.0247673988342
1000,705.0826621055601
1331,757.1892189979551
2744,757.8851866722107
4096,837.1892189979551
