number of partitions,execution time
60,3121.460623340686
120,3032.991012096405
240,3120.3408869568443
360,3249.9618208947863
600,3890.432992922585
840,4030.950112885635
960,4150.392127890637
1080,4655.184790860308
1200,5160.240682229164
2400,5563.502295615125
3600,6249.005595379919
