number of partitions,execution time
64,4312.030151363718
125,4200.098190307617
216,4482.533792197125
343,4820.26615818062
512,5884.048273334384
729,6121.9577727622745
1000,6424.76814703882
1331,6925.332625543416
2744,7242.539091005783
4096,7570.127746183988
