number of partitions,execution time
64,9312.030151363719
125,9034.825691557713
216,9482.533792197126
343,10020.26615818062
512,10884.048273334385
729,10121.957772762275
1000,10424.76814703882
1331,10925.332625543417
2744,11042.539091005783
4096,11270.127746183989
