number of partitions,execution time
60,26887.055350473503
120,26636.037302083143
240,27674.444313016113
360,27705.632805260913
600,27917.744010739934
840,28080.60725237306
960,28708.232929430706
1080,29037.115884770075
1200,29101.687116415775
2400,29512.09330517172
3600,30129.711741480536
