number of partitions,execution time
60,7.5186381340026855
120,2.2859199047088623
240,2.570584535598755
360,3.2790911197662354
600,4.325409889221191
840,5.69476580619812
960,6.314337968826294
1080,6.664263010025024
1200,9.170218706130981
2400,15.123457908630371
3600,21.46239686012268
