number of partitions,execution time
60,945.4450701341359
120,876.32874274074
240,905.0326112618649
360,1170.483260456993
600,1300.4105859800657
840,1558.6857007312624
960,1800.4068572770889
1080,1920.0408097329166
1200,2153.936578737212
2400,2280.650912123354
3600,2420.7581467241052
