number of partitions,execution time
64,34.45179462432861
125,24.324235916137695
216,28.157565593719482
343,34.03805732727051
512,41.533379554748535
729,78.8754677772522
1000,111.00021600723267
1331,156.1244511604309
2744,250.46802282333374
4096,285.0845408439636
