number of partitions,execution time
60,22.07209587097168
120,10.24188280105591
240,20.18304586410522
360,44.78840827941895
600,90.47692060470581
840,123.15562963485718
960,170.6815218925476
1080,194.11852598190308
1200,221.71859502792358
2400,259.40303325653076
3600,378.6542248725891
