number of partitions,execution time
60,24.683198928833008
120,15.574593544006348
240,28.250105381011963
360,24.021925926208496
600,36.67895317077637
840,37.73756742477417
960,62.714035511016846
1080,62.86916971206665
1200,109.05251741409302
2400,153.78652334213257
3600,174.31369304656982
