number of partitions,execution time
60,15.736138820648193
120,14.835290908813477
240,17.647483348846436
360,30.62532663345337
600,35.50345182418823
840,48.214213848114014
960,70.65394878387451
1080,65.96614837646484
1200,65.6837248802185
2400,210.22916316986084
3600,289.72438097000116
