number of partitions,execution time
64,1555.7062559193644
125,1513.0414050807726
216,1600.4299721669663
343,1704.5214779079938
512,1683.5480835197422
729,1701.6298087238615
1000,1753.4167175783143
1331,1807.0991987065133
2744,1966.204809756418
4096,2073.041493879594
