number of partitions,execution time
64,106.46026158332825
125,127.66637372970581
216,125.74935531616211
343,115.37532210350037
512,117.45756483078003
729,144.6540491580963
1000,130.09531712532043
1331,135.51388263702393
2744,159.58544182777405
4096,176.98459458351135
