number of partitions,execution time
60,11.116392135620117
120,2.653515577316284
240,2.945129871368408
360,3.612278461456299
600,5.168018579483032
840,6.1512837409973145
960,6.543372869491577
1080,7.153669595718384
1200,8.185099363327026
2400,14.368286848068237
3600,20.48604130744934
