number of partitions,execution time
60,76.7584376335144
120,122.28868269920349
240,131.10753870010376
360,143.3705313205719
600,191.9269242286682
840,236.97973012924194
960,240.72011256217957
1080,249.31830382347107
1200,247.85577940940857
2400,376.110303401947
3600,479.0961275100708
